Development_Name,Borough,Account_Name,Location,Funding_Source,AMP_Number,Vendor_Name,UMIS_BILL_ID,Revenue_Month,Service_Start_Date,DATE,Number_of_days,Meter_Number,Estimated,Current_Charges,Rate_Class,Bill_Analyzed,Consumption_Therms,ES_Commodity,Underlying_Utility,STATION,NAME,LATITUDE,LONGITUDE,PRCP,SNOW,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 02,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7912959,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,641.98,,Yes,1592.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
WEBSTER,BRONX,WEBSTER,BLD 04,FEDERAL,NY005011410P,EAST COAST POWER & GAS,7913033,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,17066.75,,Yes,42323.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
1471 WATSON AVENUE,BRONX,WATSON AVENUE,BLD 01,FEDERAL,NY005010670P,EAST COAST POWER & GAS,7912878,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
1162-1176 WASHINGTON AVENUE,BRONX,WASHINGTON AVENUE,BLD 01,FEDERAL,NY005013080P,EAST COAST POWER & GAS,7912867,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,86.7,,Yes,215.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNIVERSITY AVENUE REHAB,BRONX,UNIVERSITY AVENUE REHAB,BLD 04,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912779,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1592.84,,Yes,3950.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNIVERSITY AVENUE REHAB,BRONX,UNIVERSITY AVENUE REHAB,BLD 02,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912771,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,918.2,,Yes,2277.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 06,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912991,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,265.74,,Yes,659.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 05,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912989,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,256.46,,Yes,636.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912987,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,267.76,,Yes,664.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 02,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912985,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,364.94,,Yes,905.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 03,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912983,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,377.84,,Yes,937.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
UNION AVENUE-EAST 163RD STREET,BRONX,UNION AVENUE-EAST 163RD STREET,BLD 01,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912981,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1908.58,,Yes,4733.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
TWIN PARKS EAST (SITE 9),BRONX,TWIN PARKS EAST (SITE 9),BLD 01,FEDERAL,NY005012270P,EAST COAST POWER & GAS,7913063,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1377.91,,Yes,3417.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,FEDERAL,NY005010630P,EAST COAST POWER & GAS,7912849,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,6284.65,,Yes,15585.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
THROGGS NECK,BRONX,THROGGS NECK,BLD 14,FEDERAL,NY005010630P,EAST COAST POWER & GAS,7912848,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
TELLER AVENUE-EAST 166TH STREET,BRONX,TELLER AVENUE-EAST 166TH STREET,BLD 01,FEDERAL,NY005013080P,EAST COAST POWER & GAS,7912939,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1570.26,,Yes,3894.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 02,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912860,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,928.28,,Yes,2302.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 01,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912858,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,667.38,,Yes,1655.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 02,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912856,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,888.36,,Yes,2203.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SOUTH BRONX AREA (SITE 402),BRONX,SOUTH BRONX AREA (SITE 402),BLD 01,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912826,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SOUTH BRONX AREA (SITE 402),BRONX,SOUTH BRONX AREA (SITE 402),BLD 02,FEDERAL,NY005013420P,EAST COAST POWER & GAS,7912824,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,329.06,,Yes,816.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SOUNDVIEW,BRONX,SOUNDVIEW,BLD 08,FEDERAL,NY005000710P,EAST COAST POWER & GAS,7912879,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,28998.51,,Yes,71912.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SOTOMAYOR HOUSES,BRONX,SOTOMAYOR HOUSES,BLD 31 - Community Center,FEDERAL,NY005010670P,EAST COAST POWER & GAS,7912876,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1060.55,,Yes,2630.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SEDGWICK,BRONX,SEDGWICK,BLD 03,FEDERAL,NY005010450P,EAST COAST POWER & GAS,7912765,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,20095.15,,Yes,49833.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SAINT MARY'S PARK,BRONX,SAINT MARYS PARK,BLD 03,MIXED FINANCE/LLC1,NY005020930P,EAST COAST POWER & GAS,7912855,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,16131.61,,Yes,40004.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913058,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,838.77,,Yes,2080.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913056,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,673.02,,Yes,1669.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 05,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913055,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,33.06,,Yes,82.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 04,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913054,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 02,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913053,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 03,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913052,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,12.5,,Yes,31.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 07,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913051,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1100.47,,Yes,2729.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 01,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913050,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,33.06,,Yes,82.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
SACK WERN,BRONX,SACK WERN,BLD 06,FEDERAL,NY005012800P,EAST COAST POWER & GAS,7913049,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
RANDALL AVENUE-BALCOM AVENUE,BRONX,RANDALL AVENUE-BALCOM AVENUE,BLD 03,FEDERAL,NY005010630P,EAST COAST POWER & GAS,7912846,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,2370.71,,Yes,5879.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
PELHAM PARKWAY,BRONX,PELHAM PARKWAY,BLD 06,FEDERAL,NY005010390P,EAST COAST POWER & GAS,7912996,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,21141.99,,Yes,52429.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
PATTERSON,BRONX,PATTERSON,BLD 13,FEDERAL,NY005000240P,EAST COAST POWER & GAS,8048558,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
PATTERSON,BRONX,PATTERSON,BLD 13,FEDERAL,NY005000240P,EAST COAST POWER & GAS,8596931,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,72509.46,,Yes,178965.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
PARKSIDE,BRONX,PARKSIDE,BLD 04,FEDERAL,NY005010470P,EAST COAST POWER & GAS,7913001,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,14923.47,,Yes,37008.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MURPHY,BRONX,MURPHY,BLD 01,MIXED FINANCE/LLC2,NY005021330P,EAST COAST POWER & GAS,7913030,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,5788.25,,Yes,14354.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MOTT HAVEN,BRONX,MOTT HAVEN,BLD 04,FEDERAL,NY005001210P,EAST COAST POWER & GAS,7913024,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,FEDERAL,NY005012670P,EAST COAST POWER & GAS,7912921,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,11154.29,,Yes,27661.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MORRIS II,BRONX,MORRIS I/MORRIS II/MORRISANIA,MORRIS I BLD 10,FEDERAL,NY005011020P,EAST COAST POWER & GAS,7912794,2019-06-01,2019-05-23,2019-06-23,31.0,395416112510004-37.5%,N,15259.03,,Yes,37840.13,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MORRISANIA,BRONX,MORRIS I/MORRIS II/MORRISANIA,MORRIS I BLD 10,FEDERAL,NY005011410P,EAST COAST POWER & GAS,7912794,2019-06-01,2019-05-23,2019-06-23,31.0,395416112510004-9.2%,N,3743.55,,Yes,9283.44,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MORRIS I,BRONX,MORRIS I/MORRIS II/MORRISANIA,MORRIS I BLD 10,FEDERAL,NY005011020P,EAST COAST POWER & GAS,7912794,2019-06-01,2019-05-23,2019-06-23,31.0,395416112510004-53.3%,N,21688.16,,Yes,53783.43,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MOORE,BRONX,MOORE,BLD 01,FEDERAL,NY005010930P,EAST COAST POWER & GAS,7913047,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,8626.33,,Yes,21392.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MONROE,BRONX,MONROE,BLD 01,FEDERAL,NY005000880P,EAST COAST POWER & GAS,7912901,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,26392.31,,Yes,65449.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MITCHEL,BRONX,MITCHEL,BLD 04,FEDERAL,NY005011450P,EAST COAST POWER & GAS,7913035,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,31357.12,,Yes,77761.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MILL BROOK EXTENSION,BRONX,MILL BROOK/MILL BROOK EXTENSION,MILL BROOK BLD 05,FEDERAL,NY005010840P,EAST COAST POWER & GAS,7912977,2019-06-01,2019-05-23,2019-06-23,31.0,395416160800000-10.1%,N,2133.22,,Yes,5290.08,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MILL BROOK,BRONX,MILL BROOK/MILL BROOK EXTENSION,MILL BROOK BLD 05,FEDERAL,NY005010840P,EAST COAST POWER & GAS,7912977,2019-06-01,2019-05-23,2019-06-23,31.0,395416160800000-89.9%,N,18987.8,,Yes,47086.92,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MIDDLETOWN PLAZA,BRONX,MIDDLETOWN PLAZA,BLD 01,FEDERAL,NY005010340P,EAST COAST POWER & GAS,7913005,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1998.5,,Yes,4956.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MELROSE,BRONX,MELROSE,BLD 06,FEDERAL,NY005010280P,EAST COAST POWER & GAS,7912917,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,23872.4,,Yes,59200.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MELROSE,BRONX,MELROSE,BLD09 - Community Center,FEDERAL,NY005010280P,EAST COAST POWER & GAS,7912916,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,30.65,,Yes,76.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MCKINLEY,BRONX,MCKINLEY,BLD 03,FEDERAL,NY005000590P,EAST COAST POWER & GAS,7912980,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
MARBLE HILL,BRONX,MARBLE HILL,BLD 04,MIXED FINANCE/LLC1,NY005020490P,EAST COAST POWER & GAS,7912807,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,4009.11,,Yes,9942.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
LONGFELLOW AVENUE REHAB,BRONX,LONGFELLOW AVENUE REHAB,BLD 01,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7912955,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,427.04,,Yes,1059.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
LONGFELLOW AVENUE REHAB,BRONX,LONGFELLOW AVENUE REHAB,BLD 02,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7912875,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,966.99,,Yes,2398.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
JACKSON,BRONX,JACKSON,BLD 02,FEDERAL,NY005012670P,EAST COAST POWER & GAS,7912929,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,21390.0,,Yes,53044.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 13,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7913044,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,369.38,,Yes,916.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7913043,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,324.21,,Yes,804.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 07,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7913042,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,2955.82,,Yes,7330.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 05,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7913038,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,316.14,,Yes,784.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 02,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7913036,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,375.02,,Yes,930.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7912873,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,61.29,,Yes,152.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,FEDERAL,NY005015300P,EAST COAST POWER & GAS,7912872,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,964.58,,Yes,2392.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,BLD 06,FEDERAL,NY005000780P,EAST COAST POWER & GAS,7913026,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 04,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912972,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,418.58,,Yes,1038.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 03,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912970,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,1267.82,,Yes,3144.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 01,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912966,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 02,FEDERAL,NY005013410P,EAST COAST POWER & GAS,8048557,2019-06-01,2019-05-24,2019-06-23,30.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
HARRISON AVENUE REHAB (GROUP A),BRONX,HARRISON AVENUE REHAB (GROUP A),BLD 01,FEDERAL,NY005013410P,EAST COAST POWER & GAS,7912968,2019-06-01,2018-11-21,2019-06-23,214.0,3.95E+14,N,9706.23,,Yes,24070.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
GUN HILL,BRONX,GUN HILL,BLD 06,FEDERAL,NY005010470P,EAST COAST POWER & GAS,7913004,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,14041.97,,Yes,34822.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
GLEBE AVENUE-WESTCHESTER AVENUE,BRONX,GLEBE AVENUE-WESTCHESTER AVENUE,BLD 01,FEDERAL,NY005010670P,EAST COAST POWER & GAS,7912885,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,N,921.42,,Yes,2285.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
GLEBE AVENUE-WESTCHESTER AVENUE,BRONX,GLEBE AVENUE-WESTCHESTER AVENUE,BLD 01,FEDERAL,NY005010670P,EAST COAST POWER & GAS,7912884,2019-06-01,2019-05-23,2019-06-23,31.0,3.95E+14,,0.0,,Yes,0.0,BROKERED GAS,ConEd,US1NYBX0025,"BRONX 1.5 NE, NY US",40.8598559,-73.8456936,0.0,0.0,,,,
